Query Name,Rank,TF,Score,Library,Overlapping_Genes,Is_STAT1_Target
IFNa30h_enhancer_genes,775,XPA,705.7,"ARCHS4 Coexpression,379;Enrichr Queries,510;GTEx Coexpression,1228",,True
IFNa30h_enhancer_genes,776,JRK,706.5,"ARCHS4 Coexpression,262;GTEx Coexpression,1151",,True
IFNa30h_enhancer_genes,777,ZNF132,707.7,"ARCHS4 Coexpression,1038;Enrichr Queries,320;GTEx Coexpression,765",,True
IFNa30h_enhancer_genes,778,LTF,708.0,"ARCHS4 Coexpression,561;GTEx Coexpression,855",,True
IFNa30h_enhancer_genes,779,ZFP28,708.3,"ARCHS4 Coexpression,724;Enrichr Queries,712;GTEx Coexpression,689",,True
IFNa30h_enhancer_genes,780,POU3F4,708.7,"ARCHS4 Coexpression,342;Enrichr Queries,733;GTEx Coexpression,1051",,True
IFNa30h_enhancer_genes,781,ZNF425,708.7,"ARCHS4 Coexpression,848;Enrichr Queries,748;GTEx Coexpression,530",,True
IFNa30h_enhancer_genes,782,ZNF304,709.7,"ARCHS4 Coexpression,634;Enrichr Queries,1217;GTEx Coexpression,278",,True
IFNa30h_enhancer_genes,783,PITX2,710.0,"ARCHS4 Coexpression,716;Enrichr Queries,640;GTEx Coexpression,774",,True
IFNa30h_enhancer_genes,784,ZNF577,710.3,"ARCHS4 Coexpression,892;Enrichr Queries,422;GTEx Coexpression,817",,True
IFNa30h_enhancer_genes,785,ZBTB12,711.0,"ARCHS4 Coexpression,148;Enrichr Queries,442;GTEx Coexpression,1543",,True
IFNa30h_enhancer_genes,786,ELF5,711.8,"Literature ChIP-seq,107;ARCHS4 Coexpression,1463;Enrichr Queries,929;ReMap ChIP-seq,288;GTEx Coexpression,772",,True
IFNa30h_enhancer_genes,787,DBP,713.3,"ARCHS4 Coexpression,739;Enrichr Queries,895;GTEx Coexpression,506",,True
IFNa30h_enhancer_genes,788,PURG,713.5,"ARCHS4 Coexpression,833;GTEx Coexpression,594",,True
IFNa30h_enhancer_genes,789,MECOM,714.7,"Literature ChIP-seq,77;ARCHS4 Coexpression,569;GTEx Coexpression,1498",,True
IFNa30h_enhancer_genes,790,ZNF660,715.0,"ARCHS4 Coexpression,775;Enrichr Queries,492;GTEx Coexpression,878",,True
IFNa30h_enhancer_genes,791,SP9,715.0,"ARCHS4 Coexpression,573;GTEx Coexpression,857",,True
IFNa30h_enhancer_genes,792,DDIT3,715.0,"ARCHS4 Coexpression,1208;Enrichr Queries,722;GTEx Coexpression,215",,True
IFNa30h_enhancer_genes,793,ZNF599,717.0,"ARCHS4 Coexpression,522;Enrichr Queries,235;GTEx Coexpression,1394",,True
IFNa30h_enhancer_genes,794,SNAI1,717.0,"ARCHS4 Coexpression,330;Enrichr Queries,884;GTEx Coexpression,937",,True
IFNa30h_enhancer_genes,795,ZNF354B,717.0,"ARCHS4 Coexpression,114;Enrichr Queries,822;GTEx Coexpression,1215",,True
IFNa30h_enhancer_genes,796,OTX1,717.3,"ARCHS4 Coexpression,709;Enrichr Queries,1308;GTEx Coexpression,135",PARD6G,True
IFNa30h_enhancer_genes,797,ZHX3,717.3,"ARCHS4 Coexpression,902;Enrichr Queries,181;GTEx Coexpression,1069",,True
IFNa30h_enhancer_genes,798,FOXD4,717.7,"ARCHS4 Coexpression,613;Enrichr Queries,1314;GTEx Coexpression,226",,True
IFNa30h_enhancer_genes,799,HIC2,718.0,"ARCHS4 Coexpression,700;Enrichr Queries,695;GTEx Coexpression,759",,True
IFNa30h_enhancer_genes,800,ZNF26,718.7,"ARCHS4 Coexpression,934;Enrichr Queries,890;GTEx Coexpression,332",,True
IFNa30h_enhancer_genes,801,ATF7,719.0,"ARCHS4 Coexpression,1246;Enrichr Queries,335;ReMap ChIP-seq,164;GTEx Coexpression,1131",,True
IFNa30h_enhancer_genes,802,ZNF559,719.0,"ARCHS4 Coexpression,564;Enrichr Queries,421;GTEx Coexpression,1172",,True
IFNa30h_enhancer_genes,803,ZNF383,719.7,"ARCHS4 Coexpression,929;Enrichr Queries,162;GTEx Coexpression,1068",,True
IFNa30h_enhancer_genes,804,LHX4,719.7,"ARCHS4 Coexpression,1034;Enrichr Queries,1029;GTEx Coexpression,96",FAM157A,True
IFNa30h_enhancer_genes,805,ZNF235,719.7,"ARCHS4 Coexpression,1604;Enrichr Queries,216;GTEx Coexpression,339",,True
IFNa30h_enhancer_genes,806,TAL2,720.0,"ARCHS4 Coexpression,989;Enrichr Queries,657;GTEx Coexpression,514",,True
IFNa30h_enhancer_genes,807,ZEB2,721.0,"ARCHS4 Coexpression,388;Enrichr Queries,804;ReMap ChIP-seq,204;GTEx Coexpression,1488",,True
IFNa30h_enhancer_genes,808,LHX1,722.5,"ARCHS4 Coexpression,200;Enrichr Queries,1245",,True
IFNa30h_enhancer_genes,809,ZFP90,723.0,"ARCHS4 Coexpression,903;Enrichr Queries,167;GTEx Coexpression,1099",,True
IFNa30h_enhancer_genes,810,ZIC4,723.7,"ARCHS4 Coexpression,245;Enrichr Queries,1306;GTEx Coexpression,620",,True
IFNa30h_enhancer_genes,811,MSANTD3,724.0,"ARCHS4 Coexpression,8;GTEx Coexpression,1440","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,812,MXD4,724.0,"ARCHS4 Coexpression,1412;Enrichr Queries,613;GTEx Coexpression,147",,True
IFNa30h_enhancer_genes,813,ZNF385B,724.3,"ARCHS4 Coexpression,749;Enrichr Queries,143;GTEx Coexpression,1281",,True
IFNa30h_enhancer_genes,814,NR2F2,725.2,"ARCHS4 Coexpression,1491;ENCODE ChIP-seq,97;Enrichr Queries,780;ReMap ChIP-seq,48;GTEx Coexpression,1210",,True
IFNa30h_enhancer_genes,815,ZNF24,725.3,"ARCHS4 Coexpression,1191;Enrichr Queries,184;ReMap ChIP-seq,220;GTEx Coexpression,1306",,True
IFNa30h_enhancer_genes,816,FOXN4,725.7,"ARCHS4 Coexpression,642;Enrichr Queries,638;GTEx Coexpression,897",,True
IFNa30h_enhancer_genes,817,RXRG,725.7,"ARCHS4 Coexpression,616;Enrichr Queries,1034;GTEx Coexpression,527",,True
IFNa30h_enhancer_genes,818,ZNF585A,726.7,"ARCHS4 Coexpression,962;Enrichr Queries,801;GTEx Coexpression,417",,True
IFNa30h_enhancer_genes,819,ZNF77,726.7,"ARCHS4 Coexpression,1434;Enrichr Queries,201;GTEx Coexpression,545",,True
IFNa30h_enhancer_genes,820,ZNF169,726.7,"ARCHS4 Coexpression,823;Enrichr Queries,807;GTEx Coexpression,550",,True
IFNa30h_enhancer_genes,821,ALX4,727.3,"ARCHS4 Coexpression,908;Enrichr Queries,1262;GTEx Coexpression,12",PARD6G,True
IFNa30h_enhancer_genes,822,ZNF75A,727.7,"ARCHS4 Coexpression,203;Enrichr Queries,999;GTEx Coexpression,981",,True
IFNa30h_enhancer_genes,823,ZNF114,728.3,"ARCHS4 Coexpression,1257;Enrichr Queries,620;GTEx Coexpression,308",,True
IFNa30h_enhancer_genes,824,AHDC1,729.0,"ARCHS4 Coexpression,1507;Enrichr Queries,592;GTEx Coexpression,88",PARD6G,True
IFNa30h_enhancer_genes,825,LHX5,729.0,"ARCHS4 Coexpression,723;Enrichr Queries,1264;GTEx Coexpression,200",,True
IFNa30h_enhancer_genes,826,DMRTC2,729.0,"ARCHS4 Coexpression,309;Enrichr Queries,1208;GTEx Coexpression,670",,True
IFNa30h_enhancer_genes,827,ZNF735,729.0,"ARCHS4 Coexpression,921;GTEx Coexpression,537",,True
IFNa30h_enhancer_genes,828,TFEC,729.3,"ARCHS4 Coexpression,583;Enrichr Queries,363;GTEx Coexpression,1242",,True
IFNa30h_enhancer_genes,829,NOBOX,730.0,"ARCHS4 Coexpression,536;Enrichr Queries,1201;GTEx Coexpression,453",,True
IFNa30h_enhancer_genes,830,TLX1,730.0,"ARCHS4 Coexpression,466;Enrichr Queries,1355;GTEx Coexpression,369",,True
IFNa30h_enhancer_genes,831,NME2,730.3,"ARCHS4 Coexpression,671;ReMap ChIP-seq,166;GTEx Coexpression,1354",,True
IFNa30h_enhancer_genes,832,ZNF574,730.7,"ARCHS4 Coexpression,472;Enrichr Queries,989;GTEx Coexpression,731",,True
IFNa30h_enhancer_genes,833,ZNF133,731.0,"ARCHS4 Coexpression,256;Enrichr Queries,557;GTEx Coexpression,1380",,True
IFNa30h_enhancer_genes,834,ZNF257,731.7,"ARCHS4 Coexpression,994;Enrichr Queries,316;GTEx Coexpression,885",,True
IFNa30h_enhancer_genes,835,ZIM2,732.3,"ARCHS4 Coexpression,547;Enrichr Queries,44;GTEx Coexpression,1606",,True
IFNa30h_enhancer_genes,836,ZFPM2,732.7,"ARCHS4 Coexpression,614;Enrichr Queries,1156;GTEx Coexpression,428",,True
IFNa30h_enhancer_genes,837,GMEB2,732.7,"ARCHS4 Coexpression,1084;Enrichr Queries,196;GTEx Coexpression,918",,True
IFNa30h_enhancer_genes,838,ATOH7,733.0,"ARCHS4 Coexpression,305;Enrichr Queries,1134;GTEx Coexpression,760",,True
IFNa30h_enhancer_genes,839,STAT2,733.0,"ARCHS4 Coexpression,799;ENCODE ChIP-seq,115;Enrichr Queries,1270;ReMap ChIP-seq,224;GTEx Coexpression,1257",,True
IFNa30h_enhancer_genes,840,ALX1,734.3,"ARCHS4 Coexpression,175;Enrichr Queries,1085;GTEx Coexpression,943",,True
IFNa30h_enhancer_genes,841,NR2F1,735.0,"ARCHS4 Coexpression,1001;Enrichr Queries,906;ReMap ChIP-seq,162;GTEx Coexpression,871",,True
IFNa30h_enhancer_genes,842,TGIF1,735.3,"ARCHS4 Coexpression,891;Enrichr Queries,776;GTEx Coexpression,539",,True
IFNa30h_enhancer_genes,843,IRX1,735.3,"ARCHS4 Coexpression,581;Enrichr Queries,775;GTEx Coexpression,850",,True
IFNa30h_enhancer_genes,844,ARID2,735.5,"ARCHS4 Coexpression,1334;Enrichr Queries,277;ReMap ChIP-seq,75;GTEx Coexpression,1256",,True
IFNa30h_enhancer_genes,845,LIN54,735.5,"ARCHS4 Coexpression,1451;GTEx Coexpression,20",FAM157A,True
IFNa30h_enhancer_genes,846,ZNF414,735.7,"ARCHS4 Coexpression,211;Enrichr Queries,687;GTEx Coexpression,1309",,True
IFNa30h_enhancer_genes,847,ZNF557,736.7,"ARCHS4 Coexpression,904;Enrichr Queries,357;GTEx Coexpression,949",,True
IFNa30h_enhancer_genes,848,NR4A1,736.8,"ARCHS4 Coexpression,1046;Enrichr Queries,539;ReMap ChIP-seq,102;GTEx Coexpression,1260",,True
IFNa30h_enhancer_genes,849,ZNF615,737.3,"ARCHS4 Coexpression,974;Enrichr Queries,554;GTEx Coexpression,684",,True
IFNa30h_enhancer_genes,850,SOX11,737.4,"Literature ChIP-seq,108;ARCHS4 Coexpression,880;Enrichr Queries,952;ReMap ChIP-seq,177;GTEx Coexpression,1570",,True
IFNa30h_enhancer_genes,851,ZKSCAN8,738.0,"ARCHS4 Coexpression,774;GTEx Coexpression,702",,True
IFNa30h_enhancer_genes,852,NR2C1,739.0,"ARCHS4 Coexpression,1540;Enrichr Queries,141;GTEx Coexpression,536",,True
IFNa30h_enhancer_genes,853,CUX2,739.3,"ARCHS4 Coexpression,383;Enrichr Queries,394;GTEx Coexpression,1441",,True
IFNa30h_enhancer_genes,854,ZC3H8,739.5,"ARCHS4 Coexpression,1232;Enrichr Queries,965;ReMap ChIP-seq,243;GTEx Coexpression,518",,True
IFNa30h_enhancer_genes,855,ZNF536,740.0,"ARCHS4 Coexpression,596;Enrichr Queries,623;GTEx Coexpression,1001",,True
IFNa30h_enhancer_genes,856,ZBTB4,741.3,"ARCHS4 Coexpression,1476;Enrichr Queries,450;GTEx Coexpression,298",,True
IFNa30h_enhancer_genes,857,IRF3,741.4,"ARCHS4 Coexpression,1163;ENCODE ChIP-seq,43;Enrichr Queries,754;ReMap ChIP-seq,256;GTEx Coexpression,1491",,True
IFNa30h_enhancer_genes,858,MTERF4,741.5,"ARCHS4 Coexpression,23;GTEx Coexpression,1460","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,859,TBX2,742.0,"ARCHS4 Coexpression,538;Enrichr Queries,595;GTEx Coexpression,1093",,True
IFNa30h_enhancer_genes,860,TBX22,742.7,"ARCHS4 Coexpression,196;Enrichr Queries,1105;GTEx Coexpression,927",,True
IFNa30h_enhancer_genes,861,ZNF8,743.0,"ARCHS4 Coexpression,1280;Enrichr Queries,206",,True
IFNa30h_enhancer_genes,862,BHLHE41,743.0,"ARCHS4 Coexpression,612;GTEx Coexpression,874",,True
IFNa30h_enhancer_genes,863,ZNF860,743.0,"ARCHS4 Coexpression,1083;GTEx Coexpression,403",,True
IFNa30h_enhancer_genes,864,ZNF160,743.7,"ARCHS4 Coexpression,235;Enrichr Queries,832;GTEx Coexpression,1164",,True
IFNa30h_enhancer_genes,865,YBX1,744.7,"ARCHS4 Coexpression,729;Enrichr Queries,232;GTEx Coexpression,1273",,True
IFNa30h_enhancer_genes,866,PRDM13,745.7,"ARCHS4 Coexpression,363;Enrichr Queries,1177;GTEx Coexpression,697",,True
IFNa30h_enhancer_genes,867,HOXB3,745.7,"ARCHS4 Coexpression,591;Enrichr Queries,1179;GTEx Coexpression,467",,True
IFNa30h_enhancer_genes,868,ARID5B,745.7,"ARCHS4 Coexpression,957;Enrichr Queries,950;GTEx Coexpression,330",,True
IFNa30h_enhancer_genes,869,ZNF565,746.3,"ARCHS4 Coexpression,896;Enrichr Queries,1037;GTEx Coexpression,306",,True
IFNa30h_enhancer_genes,870,FAM200B,746.5,"ARCHS4 Coexpression,345;GTEx Coexpression,1148",,True
IFNa30h_enhancer_genes,871,ZNF35,746.7,"ARCHS4 Coexpression,846;Enrichr Queries,746;GTEx Coexpression,648",,True
IFNa30h_enhancer_genes,872,MYBL1,746.8,"Literature ChIP-seq,153;ARCHS4 Coexpression,1453;Enrichr Queries,968;GTEx Coexpression,413",,True
IFNa30h_enhancer_genes,873,KLF9,746.8,"ARCHS4 Coexpression,1622;Enrichr Queries,565;ReMap ChIP-seq,195;GTEx Coexpression,605",,True
IFNa30h_enhancer_genes,874,PCGF6,747.0,"ARCHS4 Coexpression,1225;Enrichr Queries,352;GTEx Coexpression,664",,True
IFNa30h_enhancer_genes,875,ZNF490,748.3,"ARCHS4 Coexpression,1436;Enrichr Queries,130;GTEx Coexpression,679",,True
IFNa30h_enhancer_genes,876,ZNF639,748.5,"ARCHS4 Coexpression,1063;Enrichr Queries,142;ReMap ChIP-seq,258;GTEx Coexpression,1531",,True
IFNa30h_enhancer_genes,877,ZNF141,749.3,"ARCHS4 Coexpression,1328;Enrichr Queries,268;GTEx Coexpression,652",,True
IFNa30h_enhancer_genes,878,MAFF,749.6,"ARCHS4 Coexpression,1616;ENCODE ChIP-seq,64;Enrichr Queries,628;ReMap ChIP-seq,35;GTEx Coexpression,1405",,True
IFNa30h_enhancer_genes,879,NFE2L3,749.7,"ARCHS4 Coexpression,453;Enrichr Queries,641;GTEx Coexpression,1155",,True
IFNa30h_enhancer_genes,880,ZNF526,750.0,"ARCHS4 Coexpression,1352;Enrichr Queries,57;GTEx Coexpression,841",,True
IFNa30h_enhancer_genes,881,RBPJ,750.2,"Literature ChIP-seq,64;ARCHS4 Coexpression,1456;Enrichr Queries,726;ReMap ChIP-seq,53;GTEx Coexpression,1452",,True
IFNa30h_enhancer_genes,882,EN2,751.0,"ARCHS4 Coexpression,586;Enrichr Queries,1251;GTEx Coexpression,416",,True
IFNa30h_enhancer_genes,883,NANOGNB,751.5,"ARCHS4 Coexpression,449;GTEx Coexpression,1054",,True
IFNa30h_enhancer_genes,884,SCRT1,752.5,"ARCHS4 Coexpression,1480;Enrichr Queries,25",,True
IFNa30h_enhancer_genes,885,ZFP92,752.7,"ARCHS4 Coexpression,950;Enrichr Queries,262;GTEx Coexpression,1046",,True
IFNa30h_enhancer_genes,886,ZNF493,753.7,"ARCHS4 Coexpression,1068;Enrichr Queries,829;GTEx Coexpression,364",,True
IFNa30h_enhancer_genes,887,ZNF426,753.7,"ARCHS4 Coexpression,853;Enrichr Queries,762;GTEx Coexpression,646",,True
IFNa30h_enhancer_genes,888,HMBOX1,754.3,"ARCHS4 Coexpression,1168;Enrichr Queries,555;ReMap ChIP-seq,245;GTEx Coexpression,1049",,True
IFNa30h_enhancer_genes,889,RLF,754.7,"ARCHS4 Coexpression,1593;Enrichr Queries,84;GTEx Coexpression,587",,True
IFNa30h_enhancer_genes,890,ZNF585B,755.3,"ARCHS4 Coexpression,676;Enrichr Queries,599;GTEx Coexpression,991",,True
IFNa30h_enhancer_genes,891,ZNF608,755.7,"ARCHS4 Coexpression,366;Enrichr Queries,1189;GTEx Coexpression,712",,True
IFNa30h_enhancer_genes,892,ZBTB17,757.3,"ARCHS4 Coexpression,797;Enrichr Queries,111;GTEx Coexpression,1364",,True
IFNa30h_enhancer_genes,893,TBX15,757.7,"ARCHS4 Coexpression,313;Enrichr Queries,877;GTEx Coexpression,1083",,True
IFNa30h_enhancer_genes,894,PLAGL1,757.7,"ARCHS4 Coexpression,415;Enrichr Queries,963;GTEx Coexpression,895",,True
IFNa30h_enhancer_genes,895,ZNF296,757.7,"ARCHS4 Coexpression,300;Enrichr Queries,1168;GTEx Coexpression,805",,True
IFNa30h_enhancer_genes,896,ZNF653,758.7,"ARCHS4 Coexpression,1116;Enrichr Queries,671;GTEx Coexpression,489",,True
IFNa30h_enhancer_genes,897,SIX2,759.0,"ARCHS4 Coexpression,978;Enrichr Queries,1015;ReMap ChIP-seq,71;GTEx Coexpression,972",,True
IFNa30h_enhancer_genes,898,RORC,759.3,"ARCHS4 Coexpression,821;Enrichr Queries,736;GTEx Coexpression,721",,True
IFNa30h_enhancer_genes,899,FOXG1,760.3,"ARCHS4 Coexpression,861;Enrichr Queries,814;GTEx Coexpression,606",,True
IFNa30h_enhancer_genes,900,MYSM1,760.7,"ARCHS4 Coexpression,1190;Enrichr Queries,633;GTEx Coexpression,459",,True
IFNa30h_enhancer_genes,901,GCM2,761.0,"ARCHS4 Coexpression,159;Enrichr Queries,1298;GTEx Coexpression,826",,True
IFNa30h_enhancer_genes,902,ZNF391,761.3,"ARCHS4 Coexpression,1154;Enrichr Queries,976;GTEx Coexpression,154",,True
IFNa30h_enhancer_genes,903,PRMT3,761.3,"ARCHS4 Coexpression,953;Enrichr Queries,351;GTEx Coexpression,980",,True
IFNa30h_enhancer_genes,904,SNAPC2,764.5,"ARCHS4 Coexpression,435;GTEx Coexpression,1094",,True
IFNa30h_enhancer_genes,905,ZNF740,764.5,"ARCHS4 Coexpression,1219;Enrichr Queries,145;ReMap ChIP-seq,248;GTEx Coexpression,1446",,True
IFNa30h_enhancer_genes,906,L3MBTL1,765.0,"ARCHS4 Coexpression,1137;GTEx Coexpression,393",,True
IFNa30h_enhancer_genes,907,ZFP1,765.3,"ARCHS4 Coexpression,869;Enrichr Queries,545;GTEx Coexpression,882",,True
IFNa30h_enhancer_genes,908,ZNF256,766.0,"ARCHS4 Coexpression,1342;Enrichr Queries,606;GTEx Coexpression,350",,True
IFNa30h_enhancer_genes,909,NFE2L1,766.0,"ARCHS4 Coexpression,1307;Enrichr Queries,418;ReMap ChIP-seq,282;GTEx Coexpression,1057",,True
IFNa30h_enhancer_genes,910,ZNF543,766.3,"ARCHS4 Coexpression,1624;Enrichr Queries,480;GTEx Coexpression,195",,True
IFNa30h_enhancer_genes,911,TBX10,766.7,"ARCHS4 Coexpression,473;Enrichr Queries,880;GTEx Coexpression,947",,True
IFNa30h_enhancer_genes,912,ZNF267,767.3,"ARCHS4 Coexpression,1193;Enrichr Queries,942;GTEx Coexpression,167",,True
IFNa30h_enhancer_genes,913,ZSCAN4,767.3,"ARCHS4 Coexpression,1158;Enrichr Queries,1097;GTEx Coexpression,47",PARD6G,True
IFNa30h_enhancer_genes,914,PRDM14,767.4,"Literature ChIP-seq,79;ARCHS4 Coexpression,1178;Enrichr Queries,1243;ReMap ChIP-seq,154;GTEx Coexpression,1183",,True
IFNa30h_enhancer_genes,915,TPRX1,767.7,"ARCHS4 Coexpression,1098;Enrichr Queries,395;GTEx Coexpression,810",,True
IFNa30h_enhancer_genes,916,ZNF623,768.3,"ARCHS4 Coexpression,529;Enrichr Queries,389;GTEx Coexpression,1387",,True
IFNa30h_enhancer_genes,917,ZNF440,768.7,"ARCHS4 Coexpression,1109;Enrichr Queries,1067;GTEx Coexpression,130",PARD6G,True
IFNa30h_enhancer_genes,918,THAP3,769.3,"ARCHS4 Coexpression,356;Enrichr Queries,465;GTEx Coexpression,1487",,True
IFNa30h_enhancer_genes,919,ZNF675,769.7,"ARCHS4 Coexpression,906;Enrichr Queries,376;GTEx Coexpression,1027",,True
IFNa30h_enhancer_genes,920,ZBTB5,770.0,"ARCHS4 Coexpression,1353;Enrichr Queries,856;GTEx Coexpression,101",PARD6G,True
IFNa30h_enhancer_genes,921,CGGBP1,770.5,"ARCHS4 Coexpression,25;GTEx Coexpression,1516","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,922,ZNF529,770.7,"ARCHS4 Coexpression,973;Enrichr Queries,346;GTEx Coexpression,993",,True
IFNa30h_enhancer_genes,923,HEY2,770.7,"ARCHS4 Coexpression,359;Enrichr Queries,471;GTEx Coexpression,1482",,True
IFNa30h_enhancer_genes,924,DMRTA2,771.0,"ARCHS4 Coexpression,406;Enrichr Queries,1121;GTEx Coexpression,786",,True
IFNa30h_enhancer_genes,925,TBX5,771.3,"Literature ChIP-seq,12;ARCHS4 Coexpression,1432;Enrichr Queries,511;GTEx Coexpression,1130",PARD6G,True
IFNa30h_enhancer_genes,926,ZNF619,771.3,"ARCHS4 Coexpression,1136;Enrichr Queries,653;GTEx Coexpression,525",,True
IFNa30h_enhancer_genes,927,HOMEZ,771.7,"ARCHS4 Coexpression,715;Enrichr Queries,267;GTEx Coexpression,1333",,True
IFNa30h_enhancer_genes,928,TBXT,772.5,"ARCHS4 Coexpression,590;Enrichr Queries,1343;ReMap ChIP-seq,198;GTEx Coexpression,959",,True
IFNa30h_enhancer_genes,929,MYF6,773.7,"ARCHS4 Coexpression,460;Enrichr Queries,874;GTEx Coexpression,987",,True
IFNa30h_enhancer_genes,930,ZBTB25,774.7,"ARCHS4 Coexpression,1422;Enrichr Queries,535;GTEx Coexpression,367",,True
IFNa30h_enhancer_genes,931,ZNF606,774.7,"ARCHS4 Coexpression,937;Enrichr Queries,278;GTEx Coexpression,1109",,True
IFNa30h_enhancer_genes,932,KLF10,775.3,"ARCHS4 Coexpression,840;Enrichr Queries,777;GTEx Coexpression,709",,True
IFNa30h_enhancer_genes,933,DRAP1,776.0,"ARCHS4 Coexpression,365;Enrichr Queries,1012;GTEx Coexpression,951",,True
IFNa30h_enhancer_genes,934,ASCL4,777.0,"ARCHS4 Coexpression,969;Enrichr Queries,1246;GTEx Coexpression,116",PARD6G,True
IFNa30h_enhancer_genes,935,ARGFX,777.0,"ARCHS4 Coexpression,1016;Enrichr Queries,286;GTEx Coexpression,1029",,True
IFNa30h_enhancer_genes,936,PRDM4,777.3,"ARCHS4 Coexpression,1404;Enrichr Queries,683;GTEx Coexpression,245",,True
IFNa30h_enhancer_genes,937,ZNF497,777.3,"ARCHS4 Coexpression,140;Enrichr Queries,1190;GTEx Coexpression,1002",,True
IFNa30h_enhancer_genes,938,MYF5,777.7,"ARCHS4 Coexpression,432;Enrichr Queries,810;GTEx Coexpression,1091",,True
IFNa30h_enhancer_genes,939,HOXA4,779.3,"ARCHS4 Coexpression,451;Enrichr Queries,1073;GTEx Coexpression,814",,True
IFNa30h_enhancer_genes,940,MLXIPL,780.3,"ARCHS4 Coexpression,806;Enrichr Queries,1006;GTEx Coexpression,529",,True
IFNa30h_enhancer_genes,941,SPZ1,782.0,"ARCHS4 Coexpression,272;GTEx Coexpression,1292",,True
IFNa30h_enhancer_genes,942,POU4F1,782.0,"ARCHS4 Coexpression,191;Enrichr Queries,1132;GTEx Coexpression,1023",,True
IFNa30h_enhancer_genes,943,PAX2,782.3,"ARCHS4 Coexpression,690;Enrichr Queries,1272;GTEx Coexpression,385",,True
IFNa30h_enhancer_genes,944,THAP6,783.3,"ARCHS4 Coexpression,1101;Enrichr Queries,581;GTEx Coexpression,668",,True
IFNa30h_enhancer_genes,945,ZNF93,783.7,"ARCHS4 Coexpression,1577;Enrichr Queries,199;GTEx Coexpression,575",,True
IFNa30h_enhancer_genes,946,NR1D2,785.0,"ARCHS4 Coexpression,780;Enrichr Queries,864;GTEx Coexpression,711",,True
IFNa30h_enhancer_genes,947,CCDC169SOHLH2,785.0,"ARCHS4 Coexpression,785",,True
IFNa30h_enhancer_genes,948,SIM2,785.3,"ARCHS4 Coexpression,1149;Enrichr Queries,488;GTEx Coexpression,719",,True
IFNa30h_enhancer_genes,949,DEAF1,785.8,"ARCHS4 Coexpression,1586;Enrichr Queries,947;ReMap ChIP-seq,210;GTEx Coexpression,400",,True
IFNa30h_enhancer_genes,950,ZNF202,786.7,"ARCHS4 Coexpression,215;Enrichr Queries,1213;GTEx Coexpression,932",,True
IFNa30h_enhancer_genes,951,RFX6,790.3,"ARCHS4 Coexpression,445;Enrichr Queries,527;GTEx Coexpression,1399",,True
IFNa30h_enhancer_genes,952,HOXB8,790.3,"ARCHS4 Coexpression,607;Enrichr Queries,417;GTEx Coexpression,1347",,True
IFNa30h_enhancer_genes,953,PPARG,790.8,"Literature ChIP-seq,35;ARCHS4 Coexpression,1490;Enrichr Queries,675;ReMap ChIP-seq,176;GTEx Coexpression,1578",,True
IFNa30h_enhancer_genes,954,FOXO4,791.3,"ARCHS4 Coexpression,41;Enrichr Queries,1020;GTEx Coexpression,1313",FAM157A,True
IFNa30h_enhancer_genes,955,VENTX,791.7,"ARCHS4 Coexpression,1081;Enrichr Queries,1174;GTEx Coexpression,120",FAM157A,True
IFNa30h_enhancer_genes,956,TBX3,792.0,"Literature ChIP-seq,115;ARCHS4 Coexpression,980;Enrichr Queries,544;GTEx Coexpression,1529",,True
IFNa30h_enhancer_genes,957,ZBTB37,792.3,"ARCHS4 Coexpression,985;Enrichr Queries,217;GTEx Coexpression,1175",,True
IFNa30h_enhancer_genes,958,NR0B1,792.5,"Literature ChIP-seq,94;ARCHS4 Coexpression,275;Enrichr Queries,1276;GTEx Coexpression,1525",,True
IFNa30h_enhancer_genes,959,THRB,792.7,"ARCHS4 Coexpression,46;Enrichr Queries,1123;GTEx Coexpression,1209",DDX11L9,True
IFNa30h_enhancer_genes,960,HOXB13,793.0,"ARCHS4 Coexpression,122;Enrichr Queries,1237;ReMap ChIP-seq,241;GTEx Coexpression,1572",,True
IFNa30h_enhancer_genes,961,KIN,794.7,"ARCHS4 Coexpression,1567;Enrichr Queries,40;GTEx Coexpression,777",,True
IFNa30h_enhancer_genes,962,SPDEF,795.3,"ARCHS4 Coexpression,306;Enrichr Queries,586;GTEx Coexpression,1494",,True
IFNa30h_enhancer_genes,963,ZNF823,795.7,"ARCHS4 Coexpression,1403;Enrichr Queries,380;GTEx Coexpression,604",,True
IFNa30h_enhancer_genes,964,MIXL1,795.7,"ARCHS4 Coexpression,750;Enrichr Queries,1122;GTEx Coexpression,515",,True
IFNa30h_enhancer_genes,965,FOXO6,795.7,"ARCHS4 Coexpression,731;Enrichr Queries,725;GTEx Coexpression,931",,True
IFNa30h_enhancer_genes,966,AHCTF1,796.0,"ARCHS4 Coexpression,1254;Enrichr Queries,319;GTEx Coexpression,815",,True
IFNa30h_enhancer_genes,967,FOXD4L3,796.3,"ARCHS4 Coexpression,279;Enrichr Queries,1352;GTEx Coexpression,758",,True
IFNa30h_enhancer_genes,968,MECP2,797.7,"ARCHS4 Coexpression,1497;Enrichr Queries,274;GTEx Coexpression,622",,True
