Query Name,Rank,TF,Score,Library,Overlapping_Genes,Is_STAT1_Target
IFNa30h_enhancer_genes,1,ZNF276,28.0,"ARCHS4 Coexpression,39;Enrichr Queries,42;GTEx Coexpression,3",FAM157A,True
IFNa30h_enhancer_genes,2,SCX,33.0,"ARCHS4 Coexpression,33",DDX11L16,True
IFNa30h_enhancer_genes,3,ZNF319,36.67,"ARCHS4 Coexpression,36;Enrichr Queries,47;GTEx Coexpression,27",FAM157A,True
IFNa30h_enhancer_genes,4,TBPL2,39.0,"ARCHS4 Coexpression,7;GTEx Coexpression,71","DDX11L16,DDX11L9,PARD6G",True
IFNa30h_enhancer_genes,5,NFE2,44.6,"ARCHS4 Coexpression,19;ENCODE ChIP-seq,48;Enrichr Queries,36;ReMap ChIP-seq,13;GTEx Coexpression,107","FAM157A,DDX11L9",True
IFNa30h_enhancer_genes,6,SPI1,49.67,"Literature ChIP-seq,1;ARCHS4 Coexpression,81;ENCODE ChIP-seq,37;Enrichr Queries,50;ReMap ChIP-seq,84;GTEx Coexpression,45","FAM157B,FAM157A",True
IFNa30h_enhancer_genes,7,GFI1B,53.6,"Literature ChIP-seq,80;ARCHS4 Coexpression,3;Enrichr Queries,16;ReMap ChIP-seq,107;GTEx Coexpression,62","FAM157A,DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,8,ZBTB7B,69.67,"ARCHS4 Coexpression,92;Enrichr Queries,27;GTEx Coexpression,90","FAM157A,PARD6G",True
IFNa30h_enhancer_genes,9,BORCS8MEF2B,79.0,"ARCHS4 Coexpression,79",FAM157A,True
IFNa30h_enhancer_genes,10,MYCL,85.0,"ARCHS4 Coexpression,84;GTEx Coexpression,86","FAM157A,PARD6G",True
IFNa30h_enhancer_genes,11,ZNF341,89.0,"ARCHS4 Coexpression,72;Enrichr Queries,115;GTEx Coexpression,80",FAM157A,True
IFNa30h_enhancer_genes,12,ZNF385D,91.33,"ARCHS4 Coexpression,11;Enrichr Queries,41;GTEx Coexpression,222","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,13,HSFX2,93.0,"ARCHS4 Coexpression,93",DDX11L9,True
IFNa30h_enhancer_genes,14,RXRA,96.0,"Literature ChIP-seq,82;ARCHS4 Coexpression,55;ENCODE ChIP-seq,2;Enrichr Queries,318;ReMap ChIP-seq,115;GTEx Coexpression,4","OR4F16,FAM157A,PARD6G",True
IFNa30h_enhancer_genes,15,CEBPE,104.3,"ARCHS4 Coexpression,89;Enrichr Queries,60;GTEx Coexpression,164",FAM157A,True
IFNa30h_enhancer_genes,16,ZBTB34,108.3,"ARCHS4 Coexpression,22;Enrichr Queries,226;GTEx Coexpression,77","FAM157A,DDX11L9",True
IFNa30h_enhancer_genes,17,ZBTB14,118.5,"ARCHS4 Coexpression,1;GTEx Coexpression,236","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,18,NFE4,119.0,"GTEx Coexpression,119",FAM157A,True
IFNa30h_enhancer_genes,19,ZNF385A,122.3,"ARCHS4 Coexpression,43;Enrichr Queries,246;GTEx Coexpression,78","FAM157A,PARD6G",True
IFNa30h_enhancer_genes,20,ASCL2,123.3,"ARCHS4 Coexpression,57;Enrichr Queries,299;GTEx Coexpression,14","FAM157A,PARD6G",True
IFNa30h_enhancer_genes,21,MXD3,126.0,"ARCHS4 Coexpression,99;Enrichr Queries,171;GTEx Coexpression,108",FAM157A,True
IFNa30h_enhancer_genes,22,GATA1,126.2,"Literature ChIP-seq,42;ARCHS4 Coexpression,18;ENCODE ChIP-seq,17;Enrichr Queries,108;ReMap ChIP-seq,95;GTEx Coexpression,477","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,23,ATF6,128.7,"ARCHS4 Coexpression,253;Enrichr Queries,83;GTEx Coexpression,50",FAM157A,True
IFNa30h_enhancer_genes,24,TIGD3,137.3,"ARCHS4 Coexpression,68;Enrichr Queries,342;GTEx Coexpression,2",FAM157A,True
IFNa30h_enhancer_genes,25,ZGPAT,138.3,"ARCHS4 Coexpression,164;Enrichr Queries,99;GTEx Coexpression,152",,True
IFNa30h_enhancer_genes,26,STAT5B,138.5,"ARCHS4 Coexpression,45;Enrichr Queries,378;ReMap ChIP-seq,20;GTEx Coexpression,111",FAM157A,True
IFNa30h_enhancer_genes,27,SMYD3,139.0,"ARCHS4 Coexpression,32;GTEx Coexpression,246",DDX11L9,True
IFNa30h_enhancer_genes,28,LYL1,139.6,"Literature ChIP-seq,128;ARCHS4 Coexpression,17;Enrichr Queries,10;ReMap ChIP-seq,151;GTEx Coexpression,392","FAM157A,DDX11L9",True
IFNa30h_enhancer_genes,29,SP2,142.0,"ARCHS4 Coexpression,80;ENCODE ChIP-seq,33;Enrichr Queries,493;ReMap ChIP-seq,76;GTEx Coexpression,28",FAM157A,True
IFNa30h_enhancer_genes,30,PHF21A,150.0,"ARCHS4 Coexpression,87;Enrichr Queries,311;GTEx Coexpression,52",FAM157A,True
IFNa30h_enhancer_genes,31,BCL6,154.0,"Literature ChIP-seq,14;ARCHS4 Coexpression,86;Enrichr Queries,491;ReMap ChIP-seq,110;GTEx Coexpression,69",FAM157A,True
IFNa30h_enhancer_genes,32,RARA,155.2,"Literature ChIP-seq,84;ARCHS4 Coexpression,73;Enrichr Queries,413;ReMap ChIP-seq,122;GTEx Coexpression,84",FAM157A,True
IFNa30h_enhancer_genes,33,CEBPD,157.0,"Literature ChIP-seq,138;ARCHS4 Coexpression,90;ENCODE ChIP-seq,102;ReMap ChIP-seq,10;GTEx Coexpression,445",FAM157A,True
IFNa30h_enhancer_genes,34,GRHL1,161.0,"ARCHS4 Coexpression,6;Enrichr Queries,440;GTEx Coexpression,37","DDX11L16,DDX11L9,PARD6G",True
IFNa30h_enhancer_genes,35,MNT,162.0,"ARCHS4 Coexpression,88;Enrichr Queries,281;ReMap ChIP-seq,253;GTEx Coexpression,26",FAM157A,True
IFNa30h_enhancer_genes,36,POU2F2,164.8,"ARCHS4 Coexpression,411;ENCODE ChIP-seq,86;Enrichr Queries,38;ReMap ChIP-seq,129;GTEx Coexpression,160",,True
IFNa30h_enhancer_genes,37,MAX,164.8,"ARCHS4 Coexpression,4;ENCODE ChIP-seq,14;Enrichr Queries,153;ReMap ChIP-seq,50;GTEx Coexpression,603","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,38,IKZF2,173.7,"ARCHS4 Coexpression,186;Enrichr Queries,31;GTEx Coexpression,304",,True
IFNa30h_enhancer_genes,39,KLF5,174.4,"Literature ChIP-seq,13;ARCHS4 Coexpression,142;Enrichr Queries,536;ReMap ChIP-seq,94;GTEx Coexpression,87",PARD6G,True
IFNa30h_enhancer_genes,40,USF1,174.6,"ARCHS4 Coexpression,54;ENCODE ChIP-seq,6;Enrichr Queries,236;ReMap ChIP-seq,127;GTEx Coexpression,450","OR4F16,FAM157A",True
IFNa30h_enhancer_genes,41,ANHX,175.5,"ARCHS4 Coexpression,174;GTEx Coexpression,177",,True
IFNa30h_enhancer_genes,42,ZBTB32,176.3,"ARCHS4 Coexpression,218;Enrichr Queries,6;GTEx Coexpression,305",,True
IFNa30h_enhancer_genes,43,ZNF2,185.0,"ARCHS4 Coexpression,132;Enrichr Queries,238",,True
IFNa30h_enhancer_genes,44,ADNP2,185.3,"ARCHS4 Coexpression,344;Enrichr Queries,194;GTEx Coexpression,18",PARD6G,True
IFNa30h_enhancer_genes,45,CUX1,186.0,"Literature ChIP-seq,38;ARCHS4 Coexpression,71;ENCODE ChIP-seq,58;Enrichr Queries,160;ReMap ChIP-seq,148;GTEx Coexpression,641",DDX11L9,True
IFNa30h_enhancer_genes,46,IRF4,187.6,"ARCHS4 Coexpression,602;ENCODE ChIP-seq,79;Enrichr Queries,33;ReMap ChIP-seq,66;GTEx Coexpression,158",,True
IFNa30h_enhancer_genes,47,ZNF438,189.0,"ARCHS4 Coexpression,2;Enrichr Queries,502;GTEx Coexpression,63","FAM157A,DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,48,KLF4,189.4,"Literature ChIP-seq,45;ARCHS4 Coexpression,250;Enrichr Queries,604;ReMap ChIP-seq,8;GTEx Coexpression,40",PARD6G,True
IFNa30h_enhancer_genes,49,ELF1,189.6,"Literature ChIP-seq,112;ARCHS4 Coexpression,304;ENCODE ChIP-seq,40;ReMap ChIP-seq,72;GTEx Coexpression,420",,True
IFNa30h_enhancer_genes,50,TET3,200.7,"ARCHS4 Coexpression,182;ReMap ChIP-seq,296;GTEx Coexpression,124",PARD6G,True
IFNa30h_enhancer_genes,51,KDM5B,200.8,"Literature ChIP-seq,32;ARCHS4 Coexpression,703;ENCODE ChIP-seq,57;ReMap ChIP-seq,70;GTEx Coexpression,142",,True
IFNa30h_enhancer_genes,52,ZNF157,204.7,"ARCHS4 Coexpression,160;Enrichr Queries,224;GTEx Coexpression,230",,True
IFNa30h_enhancer_genes,53,CEBPB,206.8,"Literature ChIP-seq,76;ARCHS4 Coexpression,98;ENCODE ChIP-seq,16;Enrichr Queries,784;ReMap ChIP-seq,146;GTEx Coexpression,121",FAM157A,True
IFNa30h_enhancer_genes,54,TBX21,207.8,"ARCHS4 Coexpression,40;Enrichr Queries,122;ReMap ChIP-seq,88;GTEx Coexpression,581",FAM157A,True
IFNa30h_enhancer_genes,55,SP1,221.0,"ARCHS4 Coexpression,448;ENCODE ChIP-seq,81;Enrichr Queries,138;ReMap ChIP-seq,26;GTEx Coexpression,412",,True
IFNa30h_enhancer_genes,56,TFAP2C,223.5,"Literature ChIP-seq,7;ARCHS4 Coexpression,157;ENCODE ChIP-seq,70;Enrichr Queries,931;ReMap ChIP-seq,118;GTEx Coexpression,58",PARD6G,True
IFNa30h_enhancer_genes,57,MTF1,226.0,"ARCHS4 Coexpression,422;GTEx Coexpression,30",FAM157A,True
IFNa30h_enhancer_genes,58,ETV3,227.0,"ARCHS4 Coexpression,487;Enrichr Queries,77;GTEx Coexpression,117",PARD6G,True
IFNa30h_enhancer_genes,59,NR2C2,228.2,"ARCHS4 Coexpression,302;ENCODE ChIP-seq,95;Enrichr Queries,179;ReMap ChIP-seq,104;GTEx Coexpression,461",,True
IFNa30h_enhancer_genes,60,GATAD2B,228.3,"ARCHS4 Coexpression,358;Enrichr Queries,118;GTEx Coexpression,209",,True
IFNa30h_enhancer_genes,61,OVOL1,228.7,"ARCHS4 Coexpression,331;Enrichr Queries,218;GTEx Coexpression,137",PARD6G,True
IFNa30h_enhancer_genes,62,AKNA,229.7,"ARCHS4 Coexpression,95;Enrichr Queries,52;GTEx Coexpression,542",FAM157A,True
IFNa30h_enhancer_genes,63,BATF,232.6,"ARCHS4 Coexpression,408;ENCODE ChIP-seq,3;Enrichr Queries,21;ReMap ChIP-seq,188;GTEx Coexpression,543",OR4F16,True
IFNa30h_enhancer_genes,64,KDM2B,234.0,"ARCHS4 Coexpression,396;GTEx Coexpression,72",PARD6G,True
IFNa30h_enhancer_genes,65,PIN1,234.0,"ARCHS4 Coexpression,229;GTEx Coexpression,239",,True
IFNa30h_enhancer_genes,66,ZNF213,235.7,"ARCHS4 Coexpression,50;Enrichr Queries,210;GTEx Coexpression,447",FAM157A,True
IFNa30h_enhancer_genes,67,PBX4,236.0,"ARCHS4 Coexpression,24;Enrichr Queries,88;GTEx Coexpression,596","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,68,HNF4A,236.2,"Literature ChIP-seq,25;ARCHS4 Coexpression,507;ENCODE ChIP-seq,29;Enrichr Queries,392;ReMap ChIP-seq,58;GTEx Coexpression,406",,True
IFNa30h_enhancer_genes,69,ZNF584,238.0,"ARCHS4 Coexpression,404;Enrichr Queries,51;ReMap ChIP-seq,255;GTEx Coexpression,242",,True
IFNa30h_enhancer_genes,70,MYB,239.5,"Literature ChIP-seq,117;ARCHS4 Coexpression,173;ENCODE ChIP-seq,109;Enrichr Queries,495;ReMap ChIP-seq,15;GTEx Coexpression,528",,True
IFNa30h_enhancer_genes,71,ASH1L,240.3,"ARCHS4 Coexpression,134;Enrichr Queries,368;GTEx Coexpression,219",,True
IFNa30h_enhancer_genes,72,CSRNP2,241.0,"ARCHS4 Coexpression,123;GTEx Coexpression,359",,True
IFNa30h_enhancer_genes,73,DUX4,243.0,"ARCHS4 Coexpression,224;ReMap ChIP-seq,262",,True
IFNa30h_enhancer_genes,74,CREBZF,243.0,"ARCHS4 Coexpression,292;Enrichr Queries,46;GTEx Coexpression,391",,True
IFNa30h_enhancer_genes,75,GRHL2,243.6,"Literature ChIP-seq,113;ARCHS4 Coexpression,346;Enrichr Queries,585;ReMap ChIP-seq,130;GTEx Coexpression,44",PARD6G,True
IFNa30h_enhancer_genes,76,SNAI3,244.0,"ARCHS4 Coexpression,48;Enrichr Queries,624;GTEx Coexpression,60",FAM157A,True
IFNa30h_enhancer_genes,77,PCGF2,245.0,"ARCHS4 Coexpression,354;ReMap ChIP-seq,136",,True
IFNa30h_enhancer_genes,78,TFE3,247.3,"ARCHS4 Coexpression,62;Enrichr Queries,17;GTEx Coexpression,663",FAM157A,True
IFNa30h_enhancer_genes,79,CENPS,248.0,"ARCHS4 Coexpression,187;GTEx Coexpression,309",,True
IFNa30h_enhancer_genes,80,ZNF763,249.3,"ARCHS4 Coexpression,464;Enrichr Queries,269;GTEx Coexpression,15",FAM157A,True
IFNa30h_enhancer_genes,81,PRDM2,250.7,"ARCHS4 Coexpression,298;Enrichr Queries,251;GTEx Coexpression,203",,True
IFNa30h_enhancer_genes,82,ZNF705E,251.0,"ARCHS4 Coexpression,94;GTEx Coexpression,408",DDX11L9,True
IFNa30h_enhancer_genes,83,HSFY2,251.5,"ARCHS4 Coexpression,146;GTEx Coexpression,357",,True
IFNa30h_enhancer_genes,84,FOXM1,254.0,"Literature ChIP-seq,61;ARCHS4 Coexpression,220;ENCODE ChIP-seq,88;Enrichr Queries,385;ReMap ChIP-seq,42;GTEx Coexpression,728",,True
IFNa30h_enhancer_genes,85,PURA,254.5,"ARCHS4 Coexpression,119;GTEx Coexpression,390",,True
IFNa30h_enhancer_genes,86,MYBL2,256.8,"Literature ChIP-seq,74;ARCHS4 Coexpression,720;ENCODE ChIP-seq,89;Enrichr Queries,225;ReMap ChIP-seq,108;GTEx Coexpression,325",,True
IFNa30h_enhancer_genes,87,NFE2L2,258.8,"Literature ChIP-seq,3;ARCHS4 Coexpression,319;Enrichr Queries,933;ReMap ChIP-seq,5;GTEx Coexpression,34",PARD6G,True
IFNa30h_enhancer_genes,88,E2F1,260.8,"Literature ChIP-seq,30;ARCHS4 Coexpression,543;ENCODE ChIP-seq,49;Enrichr Queries,390;ReMap ChIP-seq,21;GTEx Coexpression,532",,True
IFNa30h_enhancer_genes,89,BHLHA15,261.5,"ARCHS4 Coexpression,150;GTEx Coexpression,373",,True
IFNa30h_enhancer_genes,90,ZBTB42,262.0,"ARCHS4 Coexpression,317;GTEx Coexpression,207",,True
IFNa30h_enhancer_genes,91,PLAGL2,262.3,"ARCHS4 Coexpression,375;Enrichr Queries,29;GTEx Coexpression,383",,True
IFNa30h_enhancer_genes,92,ZKSCAN1,263.0,"ARCHS4 Coexpression,387;ENCODE ChIP-seq,44;Enrichr Queries,197;ReMap ChIP-seq,96;GTEx Coexpression,591",,True
IFNa30h_enhancer_genes,93,KLF1,263.4,"Literature ChIP-seq,105;ARCHS4 Coexpression,480;Enrichr Queries,11;ReMap ChIP-seq,91;GTEx Coexpression,630",,True
IFNa30h_enhancer_genes,94,ZNF324B,264.0,"ARCHS4 Coexpression,217;GTEx Coexpression,311",,True
IFNa30h_enhancer_genes,95,TRAFD1,264.7,"ARCHS4 Coexpression,47;Enrichr Queries,329;GTEx Coexpression,418",FAM157A,True
IFNa30h_enhancer_genes,96,GATA3,267.3,"Literature ChIP-seq,55;ARCHS4 Coexpression,409;ENCODE ChIP-seq,38;Enrichr Queries,873;ReMap ChIP-seq,131;GTEx Coexpression,98",PARD6G,True
IFNa30h_enhancer_genes,97,CPEB1,267.5,"ARCHS4 Coexpression,311;GTEx Coexpression,224",,True
IFNa30h_enhancer_genes,98,THAP11,267.8,"Literature ChIP-seq,125;ARCHS4 Coexpression,9;Enrichr Queries,80;ReMap ChIP-seq,285;GTEx Coexpression,840","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,99,FOSL2,273.2,"ARCHS4 Coexpression,257;ENCODE ChIP-seq,98;Enrichr Queries,715;ReMap ChIP-seq,85;GTEx Coexpression,211",,True
IFNa30h_enhancer_genes,100,TAL1,274.5,"Literature ChIP-seq,65;ARCHS4 Coexpression,15;ENCODE ChIP-seq,36;Enrichr Queries,732;ReMap ChIP-seq,9;GTEx Coexpression,790","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,101,DLX3,275.3,"ARCHS4 Coexpression,139;Enrichr Queries,658;GTEx Coexpression,29",PARD6G,True
IFNa30h_enhancer_genes,102,RFX5,276.6,"ARCHS4 Coexpression,608;ENCODE ChIP-seq,53;Enrichr Queries,26;ReMap ChIP-seq,23;GTEx Coexpression,673",,True
IFNa30h_enhancer_genes,103,MXD1,276.7,"ARCHS4 Coexpression,37;Enrichr Queries,704;GTEx Coexpression,89",FAM157A,True
IFNa30h_enhancer_genes,104,ARID5A,279.0,"ARCHS4 Coexpression,288;GTEx Coexpression,270",,True
IFNa30h_enhancer_genes,105,ZXDA,279.3,"ARCHS4 Coexpression,131;Enrichr Queries,460;GTEx Coexpression,247",,True
IFNa30h_enhancer_genes,106,ZNF687,281.0,"ARCHS4 Coexpression,698;Enrichr Queries,121;GTEx Coexpression,24",FAM157A,True
IFNa30h_enhancer_genes,107,PBX2,286.3,"ARCHS4 Coexpression,74;Enrichr Queries,172;ReMap ChIP-seq,65;GTEx Coexpression,834",FAM157A,True
IFNa30h_enhancer_genes,108,TFAP2A,286.7,"Literature ChIP-seq,63;ARCHS4 Coexpression,273;ENCODE ChIP-seq,74;Enrichr Queries,1061;ReMap ChIP-seq,214;GTEx Coexpression,35",PARD6G,True
IFNa30h_enhancer_genes,109,GLMP,287.0,"ARCHS4 Coexpression,337;GTEx Coexpression,237",,True
IFNa30h_enhancer_genes,110,IRF2,287.8,"ARCHS4 Coexpression,96;Enrichr Queries,168;ReMap ChIP-seq,109;GTEx Coexpression,778",FAM157A,True
IFNa30h_enhancer_genes,111,DR1,290.3,"ARCHS4 Coexpression,26;Enrichr Queries,373;GTEx Coexpression,472",DDX11L9,True
IFNa30h_enhancer_genes,112,MYC,290.5,"Literature ChIP-seq,33;ARCHS4 Coexpression,751;ENCODE ChIP-seq,10;Enrichr Queries,870;ReMap ChIP-seq,28;GTEx Coexpression,51",PARD6G,True
IFNa30h_enhancer_genes,113,SMAD4,291.0,"Literature ChIP-seq,43;ARCHS4 Coexpression,136;Enrichr Queries,325;ReMap ChIP-seq,269;GTEx Coexpression,682",,True
IFNa30h_enhancer_genes,114,THAP7,291.3,"ARCHS4 Coexpression,334;Enrichr Queries,170;GTEx Coexpression,370",,True
IFNa30h_enhancer_genes,115,TCF20,295.0,"ARCHS4 Coexpression,570;Enrichr Queries,256;GTEx Coexpression,59",PARD6G,True
IFNa30h_enhancer_genes,116,ZNF263,295.3,"Literature ChIP-seq,158;ARCHS4 Coexpression,130;ENCODE ChIP-seq,66;Enrichr Queries,310;ReMap ChIP-seq,124;GTEx Coexpression,984",,True
IFNa30h_enhancer_genes,117,E2F4,296.3,"Literature ChIP-seq,40;ARCHS4 Coexpression,120;ENCODE ChIP-seq,56;Enrichr Queries,140;ReMap ChIP-seq,39;GTEx Coexpression,1383",,True
IFNa30h_enhancer_genes,118,HLX,300.3,"ARCHS4 Coexpression,91;Enrichr Queries,484;GTEx Coexpression,326",FAM157A,True
IFNa30h_enhancer_genes,119,EGR3,302.3,"ARCHS4 Coexpression,221;Enrichr Queries,574;GTEx Coexpression,112",PARD6G,True
IFNa30h_enhancer_genes,120,ZNF750,302.8,"ARCHS4 Coexpression,443;Enrichr Queries,723;ReMap ChIP-seq,6;GTEx Coexpression,39",PARD6G,True
IFNa30h_enhancer_genes,121,ZNF846,303.0,"ARCHS4 Coexpression,106;Enrichr Queries,542;GTEx Coexpression,261",,True
IFNa30h_enhancer_genes,122,ASCL3,304.7,"ARCHS4 Coexpression,127;Enrichr Queries,558;GTEx Coexpression,229",,True
IFNa30h_enhancer_genes,123,CASZ1,308.0,"ARCHS4 Coexpression,477;Enrichr Queries,381;GTEx Coexpression,66",PARD6G,True
IFNa30h_enhancer_genes,124,NKX32,309.0,"ARCHS4 Coexpression,325;GTEx Coexpression,293",,True
IFNa30h_enhancer_genes,125,ZNF568,309.3,"ARCHS4 Coexpression,214;Enrichr Queries,462;GTEx Coexpression,252",,True
IFNa30h_enhancer_genes,126,ZNF646,310.3,"ARCHS4 Coexpression,77;Enrichr Queries,399;GTEx Coexpression,455",FAM157A,True
IFNa30h_enhancer_genes,127,STAT6,310.5,"Literature ChIP-seq,141;ARCHS4 Coexpression,51;Enrichr Queries,740;GTEx Coexpression,310",FAM157A,True
IFNa30h_enhancer_genes,128,TEAD4,311.8,"Literature ChIP-seq,50;ARCHS4 Coexpression,361;ENCODE ChIP-seq,42;Enrichr Queries,991;ReMap ChIP-seq,156;GTEx Coexpression,271",,True
IFNa30h_enhancer_genes,129,HES2,312.0,"ARCHS4 Coexpression,100;Enrichr Queries,737;GTEx Coexpression,99",PARD6G,True
IFNa30h_enhancer_genes,130,RELA,313.5,"Literature ChIP-seq,104;ARCHS4 Coexpression,834;ENCODE ChIP-seq,50;Enrichr Queries,189;ReMap ChIP-seq,62;GTEx Coexpression,642",,True
IFNa30h_enhancer_genes,131,ZNF483,314.3,"ARCHS4 Coexpression,295;Enrichr Queries,227;GTEx Coexpression,421",,True
IFNa30h_enhancer_genes,132,HIVEP3,315.3,"ARCHS4 Coexpression,178;Enrichr Queries,761;GTEx Coexpression,7",PARD6G,True
IFNa30h_enhancer_genes,133,CAMTA1,315.3,"ARCHS4 Coexpression,29;Enrichr Queries,204;GTEx Coexpression,713",DDX11L9,True
IFNa30h_enhancer_genes,134,HES1,318.3,"ARCHS4 Coexpression,107;Enrichr Queries,848;ReMap ChIP-seq,287;GTEx Coexpression,31",PARD6G,True
IFNa30h_enhancer_genes,135,HMG20B,319.7,"ARCHS4 Coexpression,399;Enrichr Queries,244;GTEx Coexpression,316",,True
IFNa30h_enhancer_genes,136,AKAP8,323.0,"ARCHS4 Coexpression,541;Enrichr Queries,54;GTEx Coexpression,374",,True
IFNa30h_enhancer_genes,137,UBP1,323.3,"ARCHS4 Coexpression,474;Enrichr Queries,280;GTEx Coexpression,216",,True
IFNa30h_enhancer_genes,138,TCF3,324.0,"Literature ChIP-seq,57;ARCHS4 Coexpression,524;ENCODE ChIP-seq,80;Enrichr Queries,429;ReMap ChIP-seq,240;GTEx Coexpression,614",,True
IFNa30h_enhancer_genes,139,INSM2,324.7,"ARCHS4 Coexpression,385;Enrichr Queries,205;GTEx Coexpression,384",,True
IFNa30h_enhancer_genes,140,IKZF1,325.0,"Literature ChIP-seq,152;ARCHS4 Coexpression,854;ENCODE ChIP-seq,63;Enrichr Queries,366;ReMap ChIP-seq,49;GTEx Coexpression,466",,True
IFNa30h_enhancer_genes,141,FOS,326.2,"ARCHS4 Coexpression,817;ENCODE ChIP-seq,13;Enrichr Queries,708;ReMap ChIP-seq,77;GTEx Coexpression,16",PARD6G,True
IFNa30h_enhancer_genes,142,ZSCAN5C,326.3,"ARCHS4 Coexpression,689;Enrichr Queries,124;GTEx Coexpression,166",,True
IFNa30h_enhancer_genes,143,RFX3,327.0,"ARCHS4 Coexpression,526;Enrichr Queries,263;GTEx Coexpression,192",,True
IFNa30h_enhancer_genes,144,ZNF318,327.3,"ARCHS4 Coexpression,126;Enrichr Queries,79;ReMap ChIP-seq,275;GTEx Coexpression,829",,True
IFNa30h_enhancer_genes,145,IRF7,327.7,"ARCHS4 Coexpression,61;Enrichr Queries,155;GTEx Coexpression,767",FAM157A,True
IFNa30h_enhancer_genes,146,RARG,327.8,"Literature ChIP-seq,142;ARCHS4 Coexpression,588;Enrichr Queries,549;GTEx Coexpression,32",PARD6G,True
IFNa30h_enhancer_genes,147,RUNX3,328.6,"ARCHS4 Coexpression,655;ENCODE ChIP-seq,87;Enrichr Queries,74;ReMap ChIP-seq,200;GTEx Coexpression,627",,True
IFNa30h_enhancer_genes,148,DNTTIP1,329.0,"ARCHS4 Coexpression,615;GTEx Coexpression,43",FAM157A,True
IFNa30h_enhancer_genes,149,CTCF,331.7,"Literature ChIP-seq,99;ARCHS4 Coexpression,603;ENCODE ChIP-seq,7;Enrichr Queries,572;ReMap ChIP-seq,17;GTEx Coexpression,692",PARD6G,True
IFNa30h_enhancer_genes,150,MAFB,332.0,"ARCHS4 Coexpression,652;Enrichr Queries,568;ReMap ChIP-seq,51;GTEx Coexpression,57",PARD6G,True
IFNa30h_enhancer_genes,151,PREB,332.7,"ARCHS4 Coexpression,197;Enrichr Queries,102;GTEx Coexpression,699",,True
IFNa30h_enhancer_genes,152,FLI1,334.8,"Literature ChIP-seq,17;ARCHS4 Coexpression,52;ENCODE ChIP-seq,61;Enrichr Queries,817;ReMap ChIP-seq,25;GTEx Coexpression,1037","OR4F16,FAM157A",True
IFNa30h_enhancer_genes,153,FOXP2,335.7,"Literature ChIP-seq,118;ARCHS4 Coexpression,338;ENCODE ChIP-seq,112;Enrichr Queries,1033;ReMap ChIP-seq,99;GTEx Coexpression,314",,True
IFNa30h_enhancer_genes,154,ZSCAN25,336.5,"ARCHS4 Coexpression,489;GTEx Coexpression,184",,True
IFNa30h_enhancer_genes,155,YY1,337.2,"Literature ChIP-seq,100;ARCHS4 Coexpression,781;ENCODE ChIP-seq,24;Enrichr Queries,9;ReMap ChIP-seq,14;GTEx Coexpression,1095",,True
IFNa30h_enhancer_genes,156,NR1H3,337.6,"Literature ChIP-seq,131;ARCHS4 Coexpression,398;Enrichr Queries,321;ReMap ChIP-seq,3;GTEx Coexpression,835",PARD6G,True
IFNa30h_enhancer_genes,157,ZNF337,338.0,"ARCHS4 Coexpression,436;Enrichr Queries,114;GTEx Coexpression,464",,True
IFNa30h_enhancer_genes,158,NFIL3,339.0,"ARCHS4 Coexpression,70;Enrichr Queries,685;GTEx Coexpression,262",FAM157A,True
IFNa30h_enhancer_genes,159,BHLHE40,340.3,"ARCHS4 Coexpression,503;ENCODE ChIP-seq,34;ReMap ChIP-seq,24;GTEx Coexpression,800",,True
IFNa30h_enhancer_genes,160,GRHL3,341.7,"ARCHS4 Coexpression,240;Enrichr Queries,649;GTEx Coexpression,136",PARD6G,True
IFNa30h_enhancer_genes,161,ZNF230,342.0,"ARCHS4 Coexpression,592;Enrichr Queries,331;GTEx Coexpression,103",FAM157A,True
IFNa30h_enhancer_genes,162,MEIS1,342.4,"Literature ChIP-seq,83;ARCHS4 Coexpression,13;Enrichr Queries,1093;ReMap ChIP-seq,121;GTEx Coexpression,402","DDX11L16,DDX11L9",True
IFNa30h_enhancer_genes,163,ISX,343.7,"ARCHS4 Coexpression,747;Enrichr Queries,93;GTEx Coexpression,191",,True
IFNa30h_enhancer_genes,164,RFX1,343.8,"ARCHS4 Coexpression,64;Enrichr Queries,174;ReMap ChIP-seq,163;GTEx Coexpression,974",FAM157A,True
IFNa30h_enhancer_genes,165,ZNF274,344.7,"Literature ChIP-seq,146;ARCHS4 Coexpression,504;ENCODE ChIP-seq,104;Enrichr Queries,230;ReMap ChIP-seq,226;GTEx Coexpression,858",,True
IFNa30h_enhancer_genes,166,CBX2,345.2,"ARCHS4 Coexpression,816;ENCODE ChIP-seq,75;Enrichr Queries,341;ReMap ChIP-seq,261;GTEx Coexpression,233",,True
