Query Name,Rank,TF,Score,Library,Overlapping_Genes,Is_STAT1_Target
IFNa6h_enhancer_genes,20,LEUTX,173.7,"ARCHS4 Coexpression,47;Enrichr Queries,419;GTEx Coexpression,55","MIR5195,FRG2B",True
IFNa6h_enhancer_genes,21,ZNF2,175.5,"ARCHS4 Coexpression,103;Enrichr Queries,248",,True
IFNa6h_enhancer_genes,22,ZBTB32,176.0,"ARCHS4 Coexpression,194;Enrichr Queries,18;GTEx Coexpression,316",,True
IFNa6h_enhancer_genes,23,ZNF878,184.0,"ARCHS4 Coexpression,243;GTEx Coexpression,125",MIR5195,True
IFNa6h_enhancer_genes,24,GATA1,185.2,"Literature ChIP-seq,40;ARCHS4 Coexpression,325;ENCODE ChIP-seq,16;Enrichr Queries,118;ReMap ChIP-seq,113;GTEx Coexpression,499","PGBD2,VIPR2",True
IFNa6h_enhancer_genes,25,RHOXF2,186.3,"ARCHS4 Coexpression,68;Enrichr Queries,423;GTEx Coexpression,68","ANHX,PDCD2",True
IFNa6h_enhancer_genes,26,ELF1,186.6,"Literature ChIP-seq,113;ARCHS4 Coexpression,291;ENCODE ChIP-seq,1;ReMap ChIP-seq,90;GTEx Coexpression,438","PGBD2,PRMT2",True
IFNa6h_enhancer_genes,27,ZNF236,189.0,"ARCHS4 Coexpression,249;Enrichr Queries,292;GTEx Coexpression,26",ANHX,True
IFNa6h_enhancer_genes,28,ZBTB42,190.0,"ARCHS4 Coexpression,304;GTEx Coexpression,76",PDCD2,True
IFNa6h_enhancer_genes,29,SCMH1,199.5,"ARCHS4 Coexpression,386;GTEx Coexpression,13",VIPR2,True
IFNa6h_enhancer_genes,30,ZNF157,199.7,"ARCHS4 Coexpression,133;Enrichr Queries,234;GTEx Coexpression,232",,True
IFNa6h_enhancer_genes,31,ATF6,201.7,"ARCHS4 Coexpression,233;Enrichr Queries,93;GTEx Coexpression,279",,True
IFNa6h_enhancer_genes,32,KDM5B,204.8,"Literature ChIP-seq,51;ARCHS4 Coexpression,712;ENCODE ChIP-seq,41;ReMap ChIP-seq,88;GTEx Coexpression,132","PGBD2,PDCD2",True
IFNa6h_enhancer_genes,33,BHLHE23,211.0,"ARCHS4 Coexpression,322;GTEx Coexpression,100",MIR5195,True
IFNa6h_enhancer_genes,34,MYBL2,214.2,"Literature ChIP-seq,79;ARCHS4 Coexpression,730;ENCODE ChIP-seq,31;Enrichr Queries,235;ReMap ChIP-seq,126;GTEx Coexpression,84","PGBD2,MIR5195",True
IFNa6h_enhancer_genes,35,SP1,215.0,"ARCHS4 Coexpression,444;ENCODE ChIP-seq,9;Enrichr Queries,148;ReMap ChIP-seq,47;GTEx Coexpression,427","PGBD2,PDCD2",True
IFNa6h_enhancer_genes,36,ZNF837,218.3,"ARCHS4 Coexpression,601;Enrichr Queries,1;GTEx Coexpression,53","PGBD2,PRMT2",True
IFNa6h_enhancer_genes,37,USF1,218.6,"ARCHS4 Coexpression,192;ENCODE ChIP-seq,39;Enrichr Queries,246;ReMap ChIP-seq,146;GTEx Coexpression,470",PDCD2,True
IFNa6h_enhancer_genes,38,NFE2,219.6,"ARCHS4 Coexpression,330;ENCODE ChIP-seq,80;Enrichr Queries,46;ReMap ChIP-seq,34;GTEx Coexpression,608",,True
IFNa6h_enhancer_genes,39,CTCFL,220.0,"ARCHS4 Coexpression,29;ENCODE ChIP-seq,66;Enrichr Queries,801;ReMap ChIP-seq,152;GTEx Coexpression,52","PGBD2,ANHX,RPL23AP87",True
IFNa6h_enhancer_genes,40,KLF4,221.2,"Literature ChIP-seq,21;ARCHS4 Coexpression,229;Enrichr Queries,612;ReMap ChIP-seq,29;GTEx Coexpression,215",PRMT2,True
IFNa6h_enhancer_genes,41,PIN1,224.5,"ARCHS4 Coexpression,206;GTEx Coexpression,243",,True
IFNa6h_enhancer_genes,42,GATAD2B,227.0,"ARCHS4 Coexpression,348;Enrichr Queries,128;GTEx Coexpression,205",,True
IFNa6h_enhancer_genes,43,MYB,228.2,"Literature ChIP-seq,119;ARCHS4 Coexpression,146;ENCODE ChIP-seq,14;Enrichr Queries,504;ReMap ChIP-seq,36;GTEx Coexpression,550",PDCD2,True
IFNa6h_enhancer_genes,44,ZNF707,229.3,"ARCHS4 Coexpression,337;Enrichr Queries,334;GTEx Coexpression,17",ANHX,True
IFNa6h_enhancer_genes,45,DUX4,233.0,"ARCHS4 Coexpression,201;ReMap ChIP-seq,265",,True
IFNa6h_enhancer_genes,46,CSRNP2,234.0,"ARCHS4 Coexpression,94;GTEx Coexpression,374",,True
IFNa6h_enhancer_genes,47,ASH1L,234.3,"ARCHS4 Coexpression,105;Enrichr Queries,378;GTEx Coexpression,220",,True
IFNa6h_enhancer_genes,48,NR2C2,235.6,"ARCHS4 Coexpression,289;ENCODE ChIP-seq,99;Enrichr Queries,189;ReMap ChIP-seq,122;GTEx Coexpression,479",,True
IFNa6h_enhancer_genes,49,TCF3,235.7,"Literature ChIP-seq,65;ARCHS4 Coexpression,523;ENCODE ChIP-seq,27;Enrichr Queries,438;ReMap ChIP-seq,247;GTEx Coexpression,114","PGBD2,ANHX",True
IFNa6h_enhancer_genes,50,VSX1,239.7,"ARCHS4 Coexpression,557;Enrichr Queries,4;GTEx Coexpression,158",VIPR2,True
IFNa6h_enhancer_genes,51,ZNF584,240.8,"ARCHS4 Coexpression,395;Enrichr Queries,61;ReMap ChIP-seq,261;GTEx Coexpression,246",,True
IFNa6h_enhancer_genes,52,CENPS,241.0,"ARCHS4 Coexpression,162;GTEx Coexpression,320",,True
IFNa6h_enhancer_genes,53,ZNF705E,242.0,"ARCHS4 Coexpression,61;GTEx Coexpression,423",FRG2B,True
IFNa6h_enhancer_genes,54,HSFY2,244.5,"ARCHS4 Coexpression,117;GTEx Coexpression,372",,True
IFNa6h_enhancer_genes,55,CREBZF,246.0,"ARCHS4 Coexpression,276;Enrichr Queries,56;GTEx Coexpression,406",,True
IFNa6h_enhancer_genes,56,PRDM2,247.3,"ARCHS4 Coexpression,285;Enrichr Queries,261;GTEx Coexpression,196",,True
IFNa6h_enhancer_genes,57,PURA,247.5,"ARCHS4 Coexpression,90;GTEx Coexpression,405",,True
IFNa6h_enhancer_genes,58,NANOGNB,248.5,"ARCHS4 Coexpression,446;GTEx Coexpression,51",ANHX,True
IFNa6h_enhancer_genes,59,PCGF2,249.0,"ARCHS4 Coexpression,344;ReMap ChIP-seq,154",,True
IFNa6h_enhancer_genes,60,CUX1,251.5,"Literature ChIP-seq,46;ARCHS4 Coexpression,370;ENCODE ChIP-seq,83;Enrichr Queries,170;ReMap ChIP-seq,164;GTEx Coexpression,676",PGBD2,True
IFNa6h_enhancer_genes,61,SP2,251.6,"ARCHS4 Coexpression,472;ENCODE ChIP-seq,17;Enrichr Queries,502;ReMap ChIP-seq,94;GTEx Coexpression,173","PGBD2,PDCD2",True
IFNa6h_enhancer_genes,62,RHOXF2B,253.7,"ARCHS4 Coexpression,663;Enrichr Queries,63;GTEx Coexpression,35",ANHX,True
IFNa6h_enhancer_genes,63,IRF5,254.3,"ARCHS4 Coexpression,575;Enrichr Queries,68;GTEx Coexpression,120",MIR5195,True
IFNa6h_enhancer_genes,64,HNF4A,255.3,"Literature ChIP-seq,53;ARCHS4 Coexpression,506;ENCODE ChIP-seq,75;Enrichr Queries,401;ReMap ChIP-seq,76;GTEx Coexpression,421",,True
IFNa6h_enhancer_genes,65,ZXDA,257.0,"ARCHS4 Coexpression,50;Enrichr Queries,469;GTEx Coexpression,252",VIPR2,True
IFNa6h_enhancer_genes,66,KLF1,257.6,"Literature ChIP-seq,13;ARCHS4 Coexpression,478;Enrichr Queries,23;ReMap ChIP-seq,109;GTEx Coexpression,665",VIPR2,True
IFNa6h_enhancer_genes,67,ZNF324B,258.0,"ARCHS4 Coexpression,193;GTEx Coexpression,323",,True
IFNa6h_enhancer_genes,68,PAX5,260.4,"ARCHS4 Coexpression,535;ENCODE ChIP-seq,18;Enrichr Queries,598;ReMap ChIP-seq,40;GTEx Coexpression,111","MIR5195,PDCD2",True
IFNa6h_enhancer_genes,69,ZFAT,261.0,"ARCHS4 Coexpression,381;Enrichr Queries,359;GTEx Coexpression,43",MIR5195,True
IFNa6h_enhancer_genes,70,KLF5,261.2,"Literature ChIP-seq,31;ARCHS4 Coexpression,113;Enrichr Queries,544;ReMap ChIP-seq,112;GTEx Coexpression,506",PRMT2,True
IFNa6h_enhancer_genes,71,CEBPD,261.6,"Literature ChIP-seq,140;ARCHS4 Coexpression,649;ENCODE ChIP-seq,24;ReMap ChIP-seq,31;GTEx Coexpression,464",PDCD2,True
IFNa6h_enhancer_genes,72,BATF,261.8,"ARCHS4 Coexpression,400;ENCODE ChIP-seq,109;Enrichr Queries,32;ReMap ChIP-seq,200;GTEx Coexpression,568",,True
IFNa6h_enhancer_genes,73,CPEB1,262.0,"ARCHS4 Coexpression,298;GTEx Coexpression,226",,True
IFNa6h_enhancer_genes,74,NKX24,262.5,"ARCHS4 Coexpression,496;GTEx Coexpression,29",ANHX,True
IFNa6h_enhancer_genes,75,FOXM1,263.8,"Literature ChIP-seq,67;ARCHS4 Coexpression,196;ENCODE ChIP-seq,96;Enrichr Queries,394;ReMap ChIP-seq,62;GTEx Coexpression,768",,True
IFNa6h_enhancer_genes,76,ZNF77,266.0,"ARCHS4 Coexpression,17;Enrichr Queries,211;GTEx Coexpression,570",ANHX,True
IFNa6h_enhancer_genes,77,PLAGL2,267.0,"ARCHS4 Coexpression,364;Enrichr Queries,39;GTEx Coexpression,398",,True
IFNa6h_enhancer_genes,78,ZNF213,270.7,"ARCHS4 Coexpression,126;Enrichr Queries,220;GTEx Coexpression,466",,True
IFNa6h_enhancer_genes,79,E2F1,273.3,"Literature ChIP-seq,23;ARCHS4 Coexpression,541;ENCODE ChIP-seq,81;Enrichr Queries,399;ReMap ChIP-seq,42;GTEx Coexpression,554","PRMT2,PDCD2",True
IFNa6h_enhancer_genes,80,BRF2,273.7,"ARCHS4 Coexpression,641;ReMap ChIP-seq,1;GTEx Coexpression,179","PGBD2,PDCD2",True
IFNa6h_enhancer_genes,81,FOSL2,274.4,"ARCHS4 Coexpression,237;ENCODE ChIP-seq,101;Enrichr Queries,723;ReMap ChIP-seq,103;GTEx Coexpression,208",,True
IFNa6h_enhancer_genes,82,ZNF277,275.0,"ARCHS4 Coexpression,18;Enrichr Queries,737;GTEx Coexpression,70","PGBD2,PDCD2",True
IFNa6h_enhancer_genes,83,ARID5A,275.0,"ARCHS4 Coexpression,273;GTEx Coexpression,277",,True
IFNa6h_enhancer_genes,84,ZKSCAN1,280.0,"ARCHS4 Coexpression,377;ENCODE ChIP-seq,79;Enrichr Queries,207;ReMap ChIP-seq,114;GTEx Coexpression,623",,True
IFNa6h_enhancer_genes,85,GLMP,282.0,"ARCHS4 Coexpression,323;GTEx Coexpression,241",,True
IFNa6h_enhancer_genes,86,TFAP2C,284.2,"Literature ChIP-seq,105;ARCHS4 Coexpression,130;ENCODE ChIP-seq,88;Enrichr Queries,938;ReMap ChIP-seq,138;GTEx Coexpression,306",,True
IFNa6h_enhancer_genes,87,CEBPE,285.3,"ARCHS4 Coexpression,635;Enrichr Queries,70;GTEx Coexpression,151",,True
IFNa6h_enhancer_genes,88,GRHL2,286.2,"Literature ChIP-seq,115;ARCHS4 Coexpression,335;Enrichr Queries,593;ReMap ChIP-seq,149;GTEx Coexpression,239",,True
IFNa6h_enhancer_genes,89,TRAFD1,286.3,"ARCHS4 Coexpression,85;Enrichr Queries,339;GTEx Coexpression,435",,True
IFNa6h_enhancer_genes,90,RHOXF1,290.3,"ARCHS4 Coexpression,62;Enrichr Queries,392;GTEx Coexpression,417",ANHX,True
IFNa6h_enhancer_genes,91,NME2,293.0,"ARCHS4 Coexpression,683;ReMap ChIP-seq,180;GTEx Coexpression,16",PDCD2,True
IFNa6h_enhancer_genes,92,RXRA,293.2,"Literature ChIP-seq,84;ARCHS4 Coexpression,197;ENCODE ChIP-seq,110;Enrichr Queries,328;ReMap ChIP-seq,135;GTEx Coexpression,905",,True
IFNa6h_enhancer_genes,93,SMAD4,294.0,"Literature ChIP-seq,39;ARCHS4 Coexpression,107;Enrichr Queries,335;ReMap ChIP-seq,271;GTEx Coexpression,718",VIPR2,True
IFNa6h_enhancer_genes,94,THAP7,295.0,"ARCHS4 Coexpression,320;Enrichr Queries,180;GTEx Coexpression,385",,True
IFNa6h_enhancer_genes,95,ZNF846,298.0,"ARCHS4 Coexpression,75;Enrichr Queries,550;GTEx Coexpression,269",,True
IFNa6h_enhancer_genes,96,ASCL3,298.3,"ARCHS4 Coexpression,98;Enrichr Queries,566;GTEx Coexpression,231",,True
IFNa6h_enhancer_genes,97,ZNF263,298.7,"Literature ChIP-seq,158;ARCHS4 Coexpression,102;ENCODE ChIP-seq,51;Enrichr Queries,320;ReMap ChIP-seq,144;GTEx Coexpression,1017",PDCD2,True
IFNa6h_enhancer_genes,98,MTF1,301.5,"ARCHS4 Coexpression,416;GTEx Coexpression,187",,True
IFNa6h_enhancer_genes,99,CBX2,302.2,"ARCHS4 Coexpression,827;ENCODE ChIP-seq,91;Enrichr Queries,351;ReMap ChIP-seq,6;GTEx Coexpression,236",VIPR2,True
IFNa6h_enhancer_genes,100,ZNF37A,303.0,"ARCHS4 Coexpression,45;Enrichr Queries,342;GTEx Coexpression,522",PGBD2,True
IFNa6h_enhancer_genes,101,E2F4,303.2,"Literature ChIP-seq,44;ARCHS4 Coexpression,91;ENCODE ChIP-seq,82;Enrichr Queries,150;ReMap ChIP-seq,59;GTEx Coexpression,1393",PGBD2,True
IFNa6h_enhancer_genes,102,XBP1,305.8,"ARCHS4 Coexpression,380;Enrichr Queries,752;ReMap ChIP-seq,13;GTEx Coexpression,78","VIPR2,PDCD2",True
IFNa6h_enhancer_genes,103,ZNF568,306.3,"ARCHS4 Coexpression,189;Enrichr Queries,471;GTEx Coexpression,259",,True
IFNa6h_enhancer_genes,104,RARA,306.8,"Literature ChIP-seq,86;ARCHS4 Coexpression,398;Enrichr Queries,422;ReMap ChIP-seq,142;GTEx Coexpression,486",,True
IFNa6h_enhancer_genes,105,STAT6,307.0,"Literature ChIP-seq,5;ARCHS4 Coexpression,153;Enrichr Queries,748;GTEx Coexpression,322",VIPR2,True
IFNa6h_enhancer_genes,106,ETV3L,308.3,"ARCHS4 Coexpression,357;Enrichr Queries,488;GTEx Coexpression,80",MIR5195,True
IFNa6h_enhancer_genes,107,ZNF212,308.7,"ARCHS4 Coexpression,708;Enrichr Queries,129;GTEx Coexpression,89",PGBD2,True
IFNa6h_enhancer_genes,108,ZNF550,309.3,"ARCHS4 Coexpression,34;Enrichr Queries,530;GTEx Coexpression,364",RPL23AP87,True
IFNa6h_enhancer_genes,109,NKX32,309.5,"ARCHS4 Coexpression,312;GTEx Coexpression,307",,True
IFNa6h_enhancer_genes,110,TEAD4,310.8,"Literature ChIP-seq,60;ARCHS4 Coexpression,352;ENCODE ChIP-seq,6;Enrichr Queries,997;ReMap ChIP-seq,172;GTEx Coexpression,278","PGBD2,PRMT2",True
IFNa6h_enhancer_genes,111,ZNF274,316.2,"Literature ChIP-seq,146;ARCHS4 Coexpression,503;ENCODE ChIP-seq,104;Enrichr Queries,240;ReMap ChIP-seq,2;GTEx Coexpression,902","PGBD2,ANHX",True
IFNa6h_enhancer_genes,112,NFE2L2,316.6,"Literature ChIP-seq,110;ARCHS4 Coexpression,306;Enrichr Queries,940;ReMap ChIP-seq,26;GTEx Coexpression,201",,True
IFNa6h_enhancer_genes,113,DLX3,316.7,"ARCHS4 Coexpression,110;Enrichr Queries,666;GTEx Coexpression,174",,True
IFNa6h_enhancer_genes,114,TFAP2A,318.5,"Literature ChIP-seq,70;ARCHS4 Coexpression,256;ENCODE ChIP-seq,90;Enrichr Queries,1067;ReMap ChIP-seq,224;GTEx Coexpression,204",,True
IFNa6h_enhancer_genes,115,ZNF483,319.3,"ARCHS4 Coexpression,282;Enrichr Queries,237;GTEx Coexpression,439",,True
IFNa6h_enhancer_genes,116,ZNF691,319.7,"ARCHS4 Coexpression,602;Enrichr Queries,271;GTEx Coexpression,86",PGBD2,True
IFNa6h_enhancer_genes,117,FOXP2,321.7,"Literature ChIP-seq,120;ARCHS4 Coexpression,324;ENCODE ChIP-seq,4;Enrichr Queries,1039;ReMap ChIP-seq,117;GTEx Coexpression,326",PDCD2,True
IFNa6h_enhancer_genes,118,HMG20B,324.0,"ARCHS4 Coexpression,390;Enrichr Queries,254;GTEx Coexpression,328",,True
IFNa6h_enhancer_genes,119,RELA,324.3,"Literature ChIP-seq,104;ARCHS4 Coexpression,844;ENCODE ChIP-seq,42;Enrichr Queries,199;ReMap ChIP-seq,80;GTEx Coexpression,677",PDCD2,True
IFNa6h_enhancer_genes,120,ZNF341,325.7,"ARCHS4 Coexpression,384;Enrichr Queries,125;GTEx Coexpression,468",,True
IFNa6h_enhancer_genes,121,UBP1,326.0,"ARCHS4 Coexpression,471;Enrichr Queries,290;GTEx Coexpression,217",,True
IFNa6h_enhancer_genes,122,RFX3,327.0,"ARCHS4 Coexpression,525;Enrichr Queries,273;GTEx Coexpression,183",,True
IFNa6h_enhancer_genes,123,TFE3,329.3,"ARCHS4 Coexpression,261;Enrichr Queries,28;GTEx Coexpression,699",,True
IFNa6h_enhancer_genes,124,BATF3,329.7,"ARCHS4 Coexpression,203;Enrichr Queries,696;GTEx Coexpression,90",MIR5195,True
IFNa6h_enhancer_genes,125,INSM2,330.0,"ARCHS4 Coexpression,375;Enrichr Queries,215;GTEx Coexpression,400",,True
IFNa6h_enhancer_genes,126,AKAP8,331.0,"ARCHS4 Coexpression,539;Enrichr Queries,64;GTEx Coexpression,390",,True
IFNa6h_enhancer_genes,127,ZSCAN25,331.5,"ARCHS4 Coexpression,488;GTEx Coexpression,175",,True
IFNa6h_enhancer_genes,128,STAT1,332.3,"Literature ChIP-seq,131;ARCHS4 Coexpression,724;ENCODE ChIP-seq,60;Enrichr Queries,892;ReMap ChIP-seq,82;GTEx Coexpression,105","MIR5195,PDCD2",True
IFNa6h_enhancer_genes,129,MYC,332.3,"Literature ChIP-seq,11;ARCHS4 Coexpression,762;ENCODE ChIP-seq,13;Enrichr Queries,877;ReMap ChIP-seq,48;GTEx Coexpression,283","PRMT2,PDCD2,RPL23AP82",True
IFNa6h_enhancer_genes,130,ZIM3,333.7,"ARCHS4 Coexpression,305;Enrichr Queries,605;GTEx Coexpression,91",ANHX,True
IFNa6h_enhancer_genes,131,ZNF471,333.7,"ARCHS4 Coexpression,32;Enrichr Queries,437;GTEx Coexpression,532",PGBD2,True
IFNa6h_enhancer_genes,132,ZNF318,334.0,"ARCHS4 Coexpression,97;Enrichr Queries,89;ReMap ChIP-seq,276;GTEx Coexpression,874",,True
IFNa6h_enhancer_genes,133,NR5A2,336.8,"ARCHS4 Coexpression,78;Enrichr Queries,817;ReMap ChIP-seq,8;GTEx Coexpression,444",PDCD2,True
IFNa6h_enhancer_genes,134,SIX5,337.2,"ARCHS4 Coexpression,528;ENCODE ChIP-seq,15;Enrichr Queries,967;ReMap ChIP-seq,161;GTEx Coexpression,15","VIPR2,PDCD2,DUX4",True
IFNa6h_enhancer_genes,135,MNT,337.3,"ARCHS4 Coexpression,631;Enrichr Queries,291;ReMap ChIP-seq,259;GTEx Coexpression,168",,True
IFNa6h_enhancer_genes,136,ZNF224,337.7,"ARCHS4 Coexpression,38;Enrichr Queries,495;GTEx Coexpression,480",PGBD2,True
IFNa6h_enhancer_genes,137,IKZF1,338.8,"Literature ChIP-seq,152;ARCHS4 Coexpression,864;ENCODE ChIP-seq,85;Enrichr Queries,376;ReMap ChIP-seq,69;GTEx Coexpression,487",,True
IFNa6h_enhancer_genes,138,PREB,340.3,"ARCHS4 Coexpression,171;Enrichr Queries,112;GTEx Coexpression,738",,True
IFNa6h_enhancer_genes,139,ZNF516,340.7,"ARCHS4 Coexpression,850;Enrichr Queries,133;GTEx Coexpression,39",ANHX,True
IFNa6h_enhancer_genes,140,BCL6,341.6,"Literature ChIP-seq,66;ARCHS4 Coexpression,615;Enrichr Queries,500;ReMap ChIP-seq,128;GTEx Coexpression,399",,True
IFNa6h_enhancer_genes,141,RUNX3,343.0,"ARCHS4 Coexpression,665;ENCODE ChIP-seq,95;Enrichr Queries,84;ReMap ChIP-seq,210;GTEx Coexpression,661",,True
IFNa6h_enhancer_genes,142,CTCF,343.3,"Literature ChIP-seq,99;ARCHS4 Coexpression,605;ENCODE ChIP-seq,10;Enrichr Queries,580;ReMap ChIP-seq,38;GTEx Coexpression,728","PGBD2,RPL23AP82",True
IFNa6h_enhancer_genes,143,ZNF337,346.3,"ARCHS4 Coexpression,431;Enrichr Queries,124;GTEx Coexpression,484",,True
IFNa6h_enhancer_genes,144,ISX,347.7,"ARCHS4 Coexpression,758;Enrichr Queries,103;GTEx Coexpression,182",,True
IFNa6h_enhancer_genes,145,YY1,349.5,"Literature ChIP-seq,100;ARCHS4 Coexpression,792;ENCODE ChIP-seq,23;Enrichr Queries,21;ReMap ChIP-seq,35;GTEx Coexpression,1126",PDCD2,True
IFNa6h_enhancer_genes,146,GTF3A,351.7,"ARCHS4 Coexpression,51;Enrichr Queries,285;GTEx Coexpression,719",PDCD2,True
IFNa6h_enhancer_genes,147,STAT5A,352.2,"Literature ChIP-seq,109;ARCHS4 Coexpression,550;ENCODE ChIP-seq,25;Enrichr Queries,700;ReMap ChIP-seq,77;GTEx Coexpression,652",PGBD2,True
IFNa6h_enhancer_genes,148,ZNF750,352.3,"ARCHS4 Coexpression,438;Enrichr Queries,731;ReMap ChIP-seq,27;GTEx Coexpression,213",,True
IFNa6h_enhancer_genes,149,ETV6,352.5,"ARCHS4 Coexpression,301;Enrichr Queries,386;ReMap ChIP-seq,199;GTEx Coexpression,524",,True
IFNa6h_enhancer_genes,150,HES1,352.8,"ARCHS4 Coexpression,76;Enrichr Queries,855;ReMap ChIP-seq,287;GTEx Coexpression,193",,True
IFNa6h_enhancer_genes,151,SNAI3,354.0,"ARCHS4 Coexpression,99;Enrichr Queries,632;GTEx Coexpression,331",,True
IFNa6h_enhancer_genes,152,CENPA,355.5,"ARCHS4 Coexpression,412;GTEx Coexpression,299",,True
IFNa6h_enhancer_genes,153,GATA3,355.5,"Literature ChIP-seq,62;ARCHS4 Coexpression,401;ENCODE ChIP-seq,77;Enrichr Queries,880;ReMap ChIP-seq,150;GTEx Coexpression,563",,True
IFNa6h_enhancer_genes,154,SPIC,356.3,"ARCHS4 Coexpression,70;Enrichr Queries,274;GTEx Coexpression,725",PRMT2,True
IFNa6h_enhancer_genes,155,ZEB2,356.5,"ARCHS4 Coexpression,378;Enrichr Queries,812;ReMap ChIP-seq,214;GTEx Coexpression,22",PRMT2,True
IFNa6h_enhancer_genes,156,HSFX1,356.5,"ARCHS4 Coexpression,468;GTEx Coexpression,245",,True
IFNa6h_enhancer_genes,157,BHLHE40,356.8,"ARCHS4 Coexpression,502;ENCODE ChIP-seq,35;ReMap ChIP-seq,45;GTEx Coexpression,845",PDCD2,True
IFNa6h_enhancer_genes,158,GTF2B,357.0,"ARCHS4 Coexpression,1075;ENCODE ChIP-seq,61;ReMap ChIP-seq,111;GTEx Coexpression,181",PDCD2,True
IFNa6h_enhancer_genes,159,EOMES,357.6,"Literature ChIP-seq,22;ARCHS4 Coexpression,678;Enrichr Queries,445;ReMap ChIP-seq,11;GTEx Coexpression,632","VIPR2,PRMT2",True
IFNa6h_enhancer_genes,160,SPIB,359.5,"ARCHS4 Coexpression,978;Enrichr Queries,96;ReMap ChIP-seq,241;GTEx Coexpression,123",MIR5195,True
IFNa6h_enhancer_genes,161,ZFP62,364.0,"ARCHS4 Coexpression,19;Enrichr Queries,698;GTEx Coexpression,375",VIPR2,True
IFNa6h_enhancer_genes,162,ZNF598,365.0,"ARCHS4 Coexpression,561;Enrichr Queries,344;GTEx Coexpression,190",,True
IFNa6h_enhancer_genes,163,MEF2B,365.3,"ARCHS4 Coexpression,128;Enrichr Queries,484;ReMap ChIP-seq,53;GTEx Coexpression,796",,True
IFNa6h_enhancer_genes,164,ZNF821,365.3,"ARCHS4 Coexpression,294;Enrichr Queries,101;GTEx Coexpression,701",,True
IFNa6h_enhancer_genes,165,FLI1,365.8,"Literature ChIP-seq,43;ARCHS4 Coexpression,158;ENCODE ChIP-seq,54;Enrichr Queries,825;ReMap ChIP-seq,46;GTEx Coexpression,1069","PRMT2,PDCD2",True
IFNa6h_enhancer_genes,166,RUNX1,366.0,"Literature ChIP-seq,12;ARCHS4 Coexpression,299;Enrichr Queries,885;ReMap ChIP-seq,52;GTEx Coexpression,582",PRMT2,True
